Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,pageranks,indegree,outdegree,Degree
2089,,,12,0.16087,0.166817,34851.61795,0.01184,0,0.000029,4,3,7
2090,,,11,0.186548,0.195716,41892.114546,0.021734,0,0.00003,5,9,14
2091,,,11,0.178917,0.186719,126674.646113,0.038732,0,0.000074,11,4,15
2092,,,12,0.178715,0.186827,339623.675756,0.112437,0,0.000209,33,7,40
2093,,,13,0.151628,0.156369,0,0,0,0.000011,0,1,1
2094,,,11,0.207983,0.220968,0,0,0,0.000011,0,22,22
2095,,,10,0.189567,0.198097,3921.428922,0.001903,0,0.000016,2,1,3
2096,,,9,0.233884,0.251239,1773890.535311,0.113376,0,0.0003,36,35,71
2097,,,12,0.162899,0.16861,11022.353809,0.010325,0,0.000026,4,1,5
2098,,,11,0.194585,0.204772,709821.819401,0.159701,0,0.000341,48,9,57
2099,,,12,0.162899,0.16861,0,0,0,0.000011,0,1,1
2100,,,11,0.185362,0.193805,248416.515119,0.05949,0,0.000152,17,7,24
2101,,,11,0.19301,0.202725,0,0,0,0.000011,0,7,7
2102,,,11,0.208842,0.222143,1126130.321336,0.140299,0,0.000265,37,24,61
2103,,,11,0.184982,0.193735,315690.966752,0.100659,0,0.000136,26,6,32
2104,,,12,0.173266,0.180433,0,0,0,0.000011,0,3,3
2105,,,12,0.156124,0.161204,0,0,0,0.000011,0,2,2
2106,,,13,0.149424,0.15418,22556.709898,0.008559,0,0.000023,2,3,5
2107,,,0,0,0,0,0.00241,0,0.00002,2,0,2
2108,,,11,0.177895,0.185591,0,0,0,0.000011,0,4,4
2109,,,11,0.192315,0.202413,15850.917555,0.001643,0,0.000019,2,7,9
2110,,,12,0.177196,0.185255,0,0,0,0.000011,0,1,1
2111,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
2112,,,1,1,1,2,0.001643,0,0.000026,2,1,3
2113,,,10,0.213646,0.227511,225891.990229,0.012362,0,0.000033,4,25,29
2114,,,0,0,0,0,0.001914,0,0.000013,1,0,1
2115,,,0,0,0,0,0.012945,0,0.000015,2,0,2
2116,,,12,0.168121,0.174224,0,0,0,0.000011,0,4,4
2117,,,10,0.195685,0.206547,185917.947468,0.059029,0,0.000081,14,5,19
2118,,,12,0.164575,0.170714,0,0,0,0.000011,0,5,5
2119,,,13,0.138487,0.141904,0,0,0,0.000011,0,1,1
2120,,,11,0.180805,0.189399,45480.387286,0.022708,0,0.000049,11,8,19
2121,,,11,0.192269,0.202708,720.037615,0.000821,0,0.000015,1,10,11
2122,,,11,0.19529,0.205768,42773.303657,0.00375,0,0.000035,4,5,9
2123,,,12,0.156798,0.161773,18618.315432,0.001891,0,0.000014,1,1,2
2124,,,11,0.18594,0.194523,13819.315432,0.001028,0,0.000024,1,3,4
2125,,,11,0.200895,0.212513,445214.052947,0.087053,0,0.000102,26,15,41
2126,,,0,0,0,0,0.013981,0,0.000026,4,0,4
2127,,,12,0.172154,0.179197,0,0,0,0.000011,0,5,5
2128,,,10,0.215632,0.228884,0,0,0,0.000011,0,7,7
2129,,,10,0.194602,0.204307,0,0,0,0.000011,0,1,1
2130,,,10,0.212101,0.225892,548785.765444,0.037329,0,0.00009,17,23,40
2131,,,1,1,1,0,0,0,0.000011,0,1,1
2132,,,0,0,0,0,0.070812,0,0.000141,18,0,18
2133,,,9,0.247678,0.26991,1559328.496259,0.063945,0,0.000128,20,72,92
2134,,,11,0.18281,0.191657,98083.685346,0.061139,0,0.000045,7,7,14
2135,,,0,0,0,0,0.000821,0,0.000015,1,0,1
2136,,,12,0.151235,0.15596,0,0,22,0.000011,0,2,2
2137,,,0,0,0,0,0.003838,22,0.000028,3,0,3
2138,,,1,1,1,18266,0.001589,0,0.000012,1,1,2
2139,,,0,0,0,0,0.002786,0,0.000036,3,0,3
2140,,,2,0.75,0.833333,0,0,0,0.000011,0,2,2
2141,,,13,0.15206,0.156691,13469,0.000821,0,0.000021,1,2,3
2142,,,12,0.18879,0.198441,0,0,0,0.000011,0,6,6
2143,,,0,0,0,0,0.007438,0,0.000041,5,0,5
2144,,,1,1,1,0,0,0,0.000011,0,1,1
2145,,,1,1,1,513.624246,0.00192,0,0.000016,1,1,2
2146,,,12,0.15916,0.164792,110007.482799,0.019829,0,0.000102,14,3,17
2147,,,0,0,0,0,0.017345,0,0.000059,6,0,6
2148,,,10,0.21113,0.224212,70860.471291,0.013449,0,0.000025,5,22,27
2149,,,12,0.151494,0.15621,35035.743737,0.058843,0,0.000045,6,3,9
2150,,,11,0.171514,0.178752,27263.582695,0.00636,0,0.00003,4,9,13
2151,,,11,0.194761,0.205522,11212.221179,0.000821,0,0.000016,1,8,9
2152,,,0,0,0,0,0.004242,0,0.000024,5,0,5
2153,,,11,0.176344,0.184301,0,0,0,0.000011,0,6,6
2154,,,11,0.180553,0.188339,0,0,0,0.000011,0,6,6
2155,,,0,0,0,0,0.001249,0,0.000013,1,0,1
2156,,,10,0.183803,0.192659,0,0,0,0.000011,0,5,5
2157,,,11,0.180663,0.189192,0,0,0,0.000011,0,2,2
2158,,,12,0.158589,0.163682,136397.714561,0.050551,0,0.000152,15,3,18
2159,,,13,0.1349,0.138235,5974.998996,0.005338,0,0.000055,1,2,3
2160,,,11,0.193234,0.203614,42271.074898,0.015239,0,0.000036,3,3,6
2161,,,0,0,0,0,0.014876,0,0.000025,3,0,3
2162,,,12,0.165895,0.171676,0,0,0,0.000011,0,4,4
2163,,,12,0.183931,0.192179,61395.623042,0.01129,0,0.000047,8,4,12
2164,,,11,0.190035,0.200175,82343.759075,0.018173,0,0.000032,9,14,23
2165,,,12,0.164312,0.170506,14021.47473,0.001295,0,0.000032,1,1,2
2166,,,11,0.208593,0.222585,1200091.394387,0.111669,0,0.000267,42,34,76
2167,,,0,0,0,0,0.126548,0,0.000129,30,0,30
2168,,,12,0.173892,0.180541,0,0,0,0.000011,0,3,3
2169,,,11,0.182487,0.190557,0,0,0,0.000011,0,5,5
2170,,,11,0.176131,0.183454,14324.573545,0.013244,0,0.000021,6,5,11
2171,,,12,0.170708,0.177032,38932.851943,0.027439,0,0.000041,8,2,10
2172,,,13,0.13719,0.140577,0,0,0,0.000011,0,1,1
2173,,,12,0.158991,0.164366,16541.44959,0.009073,0,0.000039,4,2,6
2174,,,0,0,0,0,0.002936,10,0.000014,1,0,1
2175,,,1,1,1,0,0,8,0.000011,0,1,1
2176,,,0,0,0,0,0.000821,8,0.000021,1,0,1
2177,,,1,1,1,0,0,9,0.000011,0,1,1
2178,,,0,0,0,0,0.004106,9,0.000037,5,0,5
2179,,,13,0.154395,0.159188,37467.096999,0.030336,0,0.00004,8,2,10
2180,,,10,0.234357,0.252067,522331.641878,0.013463,0,0.000044,10,45,55
2181,,,0,0,0,0,0.003301,0,0.000022,2,0,2
2182,,,1,1,1,0,0,0,0.000011,0,1,1
2183,,,11,0.184773,0.193267,525.173422,0.000821,0,0.000012,1,2,3
2184,,,12,0.180293,0.188588,0,0,0,0.000011,0,2,2
2185,,,11,0.203079,0.21598,121306.238478,0.005383,0,0.000023,4,21,25
2186,,,12,0.164946,0.171165,137890.722547,0.030553,0,0.000131,20,1,21
2187,,,13,0.141634,0.145678,0,0,0,0.000011,0,4,4
2188,,,13,0.1416,0.145461,0,0,0,0.000011,0,1,1
2189,,,11,0.168658,0.174863,31644.203272,0.004146,0,0.000037,3,4,7
2190,,,13,0.141608,0.145523,0,0,0,0.000011,0,2,2
2191,,,12,0.155016,0.160274,349.82503,0.000821,0,0.000012,1,2,3
2192,,,13,0.1416,0.145461,0,0,0,0.000011,0,1,1
2193,,,12,0.176584,0.184553,13465,0.000821,0,0.000014,1,12,13
2194,,,11,0.175988,0.183351,144638.978628,0.042361,0,0.000177,8,1,9
2195,,,10,0.217238,0.232701,0,0,0,0.000011,0,41,41
2196,,,10,0.197189,0.207536,144067.789407,0.025863,0,0.000041,7,10,17
2197,,,13,0.125019,0.127735,0,0,0,0.000011,0,2,2
2198,,,0,0,0,0,0.000821,0,0.000016,1,0,1
2199,,,11,0.180539,0.188566,159099.840084,0.071845,0,0.000114,15,5,20
2200,,,12,0.170033,0.176969,0,0,0,0.000011,0,2,2
2201,,,10,0.206849,0.219323,0,0,0,0.000011,0,2,2
2202,,,11,0.178743,0.186083,0,0,0,0.000011,0,1,1
2203,,,11,0.197074,0.207344,0,0,0,0.000011,0,6,6
2204,,,11,0.178808,0.186377,0,0,26,0.000011,0,5,5
2205,,,12,0.145399,0.149511,8764.919764,0.008679,0,0.000018,3,2,5
2206,,,0,0,0,0,0.004427,22,0.000016,3,0,3
2207,,,10,0.245471,0.268511,367768.101517,0.006392,0,0.000026,5,94,99
2208,,,11,0.204002,0.215572,174671.31895,0.013814,0,0.000076,5,9,14
2209,,,0,0,0,0,0.002108,0,0.000019,1,0,1
2210,,,11,0.193911,0.204205,0,0,0,0.000011,0,9,9
2211,,,0,0,0,0,0.000821,0,0.000012,1,0,1
2212,,,10,0.196797,0.206966,0,0,0,0.000011,0,6,6
2213,,,1,1,1,666.681844,0.019687,0,0.000063,12,1,13
2214,,,10,0.201352,0.212487,141117.607807,0.021071,0,0.000061,7,14,21
2215,,,12,0.163477,0.169301,0,0,0,0.000011,0,3,3
2216,,,11,0.195378,0.205569,146844.886073,0.010255,0,0.000072,8,8,16
2217,,,12,0.163455,0.169176,0,0,0,0.000011,0,1,1
2218,,,11,0.172986,0.179672,79679.754047,0.016914,0,0.000026,8,7,15
2219,,,12,0.163455,0.169176,0,0,0,0.000011,0,1,1
2220,,,12,0.163455,0.169176,0,0,0,0.000011,0,1,1
2221,,,11,0.191874,0.201227,67917.066017,0.009836,0,0.000021,2,6,8
2222,,,12,0.164597,0.170605,0,0,0,0.000011,0,1,1
2223,,,11,0.197013,0.207739,691007.28577,0.101145,0,0.000288,36,5,41
2224,,,12,0.166989,0.173145,25044.58324,0.003167,0,0.000033,2,2,4
2225,,,12,0.164597,0.170605,0,0,0,0.000011,0,1,1
2226,,,12,0.168575,0.175088,0,0,0,0.000011,0,2,2
2227,,,12,0.169774,0.176489,67707.593562,0.010467,0,0.000026,4,7,11
2228,,,12,0.164607,0.170667,2558.960128,0.001093,0,0.000015,1,2,3
2229,,,11,0.180856,0.189094,33211.291964,0.003408,0,0.000018,3,6,9
2230,,,12,0.16467,0.170884,0,0,0,0.000011,0,4,4
2231,,,12,0.187457,0.196665,81371.325882,0.001805,0,0.000017,1,2,3
2232,,,12,0.182926,0.190967,0,0,0,0.000011,0,5,5
2233,,,12,0.164597,0.170605,0,0,0,0.000011,0,1,1
2234,,,12,0.164597,0.170605,0,0,0,0.000011,0,1,1
2235,,,11,0.20121,0.212036,152401.445579,0.023228,0,0.000064,3,7,10
2236,,,12,0.176844,0.184239,651.469153,0.000821,0,0.000015,1,9,10
2237,,,12,0.195497,0.20568,63748.755825,0.033251,0,0.000042,12,3,15
2238,,,12,0.172944,0.180243,8483.238405,0.008744,0,0.000018,2,5,7
2239,,,11,0.190098,0.200071,0,0,0,0.000011,0,5,5
2240,,,12,0.19157,0.201896,0,0,0,0.000011,0,9,9
2241,,,12,0.162899,0.16861,0,0,0,0.000011,0,1,1
2242,,,10,0.216197,0.231593,357260.692501,0.051579,0,0.000028,10,35,45
2243,,,11,0.168005,0.174357,0,0,0,0.000011,0,2,2
2244,,,10,0.207222,0.21984,229607.847264,0.047388,0,0.000069,8,13,21
2245,,,11,0.193581,0.203638,1758.051656,0.002464,0,0.000013,3,8,11
2246,,,12,0.164453,0.170544,0,0,0,0.000011,0,2,2
2247,,,11,0.180951,0.189299,35762.082206,0.031298,0,0.000062,1,6,7
2248,,,11,0.193838,0.203636,0,0,0,0.000011,0,6,6
2249,,,12,0.162901,0.168612,441.060026,0.005729,0,0.000012,3,1,4
2250,,,12,0.162923,0.168701,319.537508,0.000821,0,0.000013,1,2,3
2251,,,12,0.162909,0.168672,0,0,0,0.000011,0,2,2
2252,,,11,0.191255,0.200725,10217.697745,0.006054,0,0.000019,2,7,9
2253,,,11,0.170521,0.177344,5010.626982,0.000821,0,0.000014,1,3,4
2254,,,1,1,1,31.371948,0.000992,0,0.000012,1,1,2
2255,,,0,0,0,0,0.005428,0,0.00003,4,0,4
2256,,,0,0,0,0,0.010883,0,0.000058,6,0,6
2257,,,11,0.188074,0.19751,133777.292483,0.029423,0,0.000085,7,6,13
2258,,,12,0.189998,0.200301,128623.879836,0.01382,0,0.000041,9,21,30
2259,,,12,0.172884,0.179982,5799.85798,0.01286,10,0.000021,4,2,6
2260,,,1,1,1,1136.746314,0.005928,0,0.000021,3,1,4
2261,,,11,0.18255,0.19132,21047.749523,0.003212,0,0.000018,2,3,5
2262,,,0,0,0,0,0.013114,0,0.000033,4,1,5
2263,,,11,0.194103,0.204155,585342.7478,0.110073,0,0.000256,19,16,35
2264,,,12,0.165457,0.171909,13468,0.000821,0,0.000016,1,5,6
2265,,,12,0.155117,0.159842,0,0,0,0.000011,0,1,1
2266,,,11,0.183583,0.191715,60349.936922,0.027813,0,0.000051,9,6,15
2267,,,11,0.207462,0.220847,238760.860723,0.004029,0,0.00002,3,23,26
2268,,,11,0.175093,0.182264,115876.065636,0.013721,0,0.000047,7,2,9
2269,,,12,0.149021,0.153373,0,0,0,0.000011,0,2,2
2270,,,12,0.149013,0.153311,0,0,0,0.000011,0,1,1
2271,,,11,0.190914,0.199747,0,0,0,0.000011,0,5,5
2272,,,12,0.145317,0.15021,13630.79299,0.001643,0,0.000024,2,6,8
2273,,,0,0,0,0,0.001093,0,0.000015,1,0,1
2274,,,11,0.16816,0.174771,0,0,0,0.000011,0,3,3
2275,,,0,0,0,0,0.000821,0,0.000015,1,0,1
2276,,,10,0.220563,0.237607,1655454.484189,0.074125,0,0.000113,17,53,70
2277,,,10,0.215464,0.228916,1272820.3348,0.088354,0,0.000231,22,12,34
2278,,,12,0.198687,0.210397,328728.84129,0.074656,0,0.000074,16,18,34
2279,,,11,0.201813,0.213882,115476.82501,0.011526,0,0.000043,7,17,24
2280,,,11,0.170455,0.17669,60329.350649,0.072507,0,0.000132,25,2,27
2281,,,12,0.145641,0.149468,0,0,0,0.000011,0,1,1
2282,,,12,0.156487,0.161553,0,0,0,0.000011,0,4,4
2283,,,11,0.182415,0.190983,13469,0.000821,0,0.000021,1,5,6
2284,,,11,0.193751,0.204007,0,0,0,0.000011,0,9,9
2285,,,11,0.204246,0.216249,179639.633543,0.020236,0,0.000057,10,12,22
2286,,,11,0.193173,0.203331,90303.159996,0.010566,0,0.000024,5,16,21
2287,,,0,0,0,0,0.048548,0,0.000049,6,0,6
2288,,,11,0.17262,0.179317,0,0,0,0.000011,0,2,2
2289,,,10,0.205468,0.216935,371196.191021,0.060458,0,0.000142,6,8,14
2290,,,11,0.170457,0.176692,0,0,0,0.000011,0,1,1
2291,,,11,0.191609,0.201455,25114.162131,0.002081,0,0.000017,2,8,10
2292,,,11,0.170457,0.176692,0,0,0,0.000011,0,1,1
2293,,,0,0,0,0,0.000821,0,0.000012,1,0,1
2294,,,11,0.205823,0.217319,46728.874595,0.006185,0,0.000032,3,3,6
2295,,,11,0.187884,0.197449,0,0,0,0.000011,0,5,5
2296,,,10,0.229372,0.248086,13488,0.000821,0,0.000021,1,63,64
2297,,,1,1,1,0,0,0,0.000011,0,1,1
2298,,,0,0,0,0,0.019073,0,0.000022,3,1,4
2299,,,11,0.193609,0.203131,55218.571722,0.01396,0,0.000042,8,3,11
2300,,,11,0.203113,0.215377,334576.738112,0.008936,0,0.000061,7,22,29
2301,,,12,0.165349,0.171548,0,0,0,0.000011,0,1,1
2302,,,11,0.201135,0.211825,0,0,0,0.000011,0,3,3
2303,,,10,0.246378,0.26823,5269370.492043,0.204796,0,0.000347,41,77,118
2304,,,12,0.15507,0.16031,62086.232819,0.002743,44,0.000012,2,5,7
2305,,,11,0.18343,0.192003,15744.738972,0.002805,0,0.000015,3,1,4
2306,,,11,0.194781,0.205118,0,0,0,0.000011,0,11,11
2307,,,13,0.139327,0.14273,11228.262282,0.043399,0,0.000071,13,1,14
2308,,,12,0.173648,0.18094,40554.731447,0.003285,0,0.000041,4,3,7
2309,,,14,0.114464,0.116526,6368.938255,0.055602,0,0.000072,14,1,15
2310,,,13,0.129251,0.132254,31657.586687,0.040675,0,0.000102,11,2,13
2311,,,12,0.182384,0.190292,124517.560196,0.097824,0,0.000121,21,5,26
2312,,,1,1,1,0,0,11,0.000011,0,1,1
2313,,,0,0,0,0,0.000821,11,0.000021,1,0,1
2314,,,11,0.180121,0.188267,39052.302693,0.004761,0,0.000017,1,8,9
2315,,,11,0.191663,0.201624,99522.824543,0.039156,0,0.000062,5,3,8
2316,,,9,0.253979,0.279408,5885868.766101,0.268601,0,0.000334,78,122,200
2317,,,11,0.1985,0.210196,570584.520196,0.053917,0,0.000081,16,16,32
2318,,,11,0.183212,0.191488,0,0,0,0.000011,0,2,2
2319,,,10,0.21228,0.225522,0,0,0,0.000011,0,14,14
2320,,,1,1,1,0,0,0,0.000011,0,1,1
2321,,,0,0,0,0,0.004286,0,0.000045,4,0,4
2322,,,1,1,1,35.518267,0.00106,0,0.000015,1,1,2
2323,,,1,1,1,0,0,0,0.000011,0,1,1
2324,,,10,0.207073,0.220195,105101.264941,0.011473,0,0.000019,2,15,17
2325,,,11,0.192093,0.20202,36678.193753,0.010158,26,0.000033,6,2,8
2326,,,12,0.161149,0.166765,0,0,26,0.000011,0,1,1
2327,,,11,0.202025,0.213968,147862.883455,0.051043,0,0.000032,7,12,19
2328,,,12,0.174522,0.182298,11405.237825,0.016988,0,0.000019,7,5,12
2329,,,12,0.161161,0.166828,0,0,26,0.000011,0,2,2
2330,,,12,0.19043,0.20178,0,0,0,0.000011,0,18,18
2331,,,0,0,0,0,0.033222,0,0.000079,17,0,17
2332,,,11,0.169827,0.177145,395.467709,0.000821,0,0.000016,1,4,5
2333,,,10,0.22441,0.24053,0,0,0,0.000011,0,44,44
2334,,,11,0.187425,0.196235,14753.024408,0.007251,0,0.000021,3,3,6
2335,,,0,0,0,0,0.021398,0,0.000044,1,0,1
2336,,,13,0.147546,0.151844,0,0,0,0.000011,0,1,1
2337,,,13,0.147546,0.151844,0,0,0,0.000011,0,1,1
2338,,,13,0.147559,0.151928,0,0,0,0.000011,0,2,2
2339,,,13,0.147546,0.151844,0,0,0,0.000011,0,1,1
2340,,,11,0.188066,0.196876,125340.323296,0.026642,0,0.000089,6,8,14
2341,,,12,0.153563,0.15853,0,0,0,0.000011,0,3,3
2342,,,11,0.204355,0.216115,123778.183225,0.01153,0,0.000023,2,11,13
2343,,,13,0.147546,0.151844,0,0,0,0.000011,0,1,1
2344,,,12,0.158031,0.163727,7034.599461,0.002762,0,0.000017,2,3,5
2345,,,12,0.151406,0.156103,19458.656745,0.031036,0,0.000037,12,3,15
2346,,,11,0.174248,0.181614,64412.473544,0.038634,0,0.000064,16,4,20
2347,,,13,0.147546,0.151844,41.348513,0.000821,0,0.000015,1,1,2
2348,,,13,0.147546,0.151844,0,0,0,0.000011,0,1,1
2349,,,12,0.16205,0.167669,113252.496422,0.07879,0,0.000159,30,2,32
2350,,,13,0.147546,0.151844,0,0,0,0.000011,0,1,1
2351,,,12,0.162616,0.16861,0,0,0,0.000011,0,2,2
2352,,,12,0.162712,0.168486,71109.187843,0.038,0,0.00009,18,4,22
2353,,,10,0.235879,0.254266,0,0,0,0.000011,0,48,48
2354,,,11,0.181923,0.189968,0,0,0,0.000011,0,2,2
2355,,,12,0.165414,0.171804,0,0,0,0.000011,0,2,2
2356,,,12,0.162324,0.168227,0,0,0,0.000011,0,2,2
2357,,,11,0.167373,0.173859,0,0,0,0.000011,0,2,2
2358,,,10,0.200997,0.213214,320438.123174,0.010156,0,0.000051,6,33,39
2359,,,11,0.19751,0.209026,38186.84335,0.002678,0,0.000036,3,9,12
2360,,,11,0.167367,0.173807,223238.813479,0.045568,0,0.000064,10,2,12
2361,,,10,0.238499,0.259224,0,0,0,0.000011,0,51,51
2362,,,1,1,1,2044.346261,0.016743,0,0.00003,7,3,10
2363,,,0,0,0,0,0.067424,0,0.000053,8,0,8
2364,,,11,0.172718,0.179567,1917.863354,0.003264,0,0.000016,3,2,5
2365,,,11,0.179399,0.187275,65577.302961,0.005606,0,0.000022,1,4,5
2366,,,1,1,1,8153.67563,0.07271,0,0.000154,23,1,24
2367,,,11,0.191125,0.200771,79828.475507,0.010735,0,0.000054,7,7,14
2368,,,10,0.206568,0.218757,715078.543123,0.094167,0,0.000128,15,20,35
2369,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
2370,,,12,0.179667,0.188084,180.143089,0.000821,0,0.000012,1,6,7
2371,,,11,0.183126,0.1923,1161595.745177,0.188875,0,0.000435,62,17,79
2372,,,12,0.157803,0.16309,224120.741087,0.060495,0,0.000251,29,3,32
2373,,,10,0.22083,0.236996,416244.229337,0.024843,0,0.000037,6,44,50
2374,,,0,0,0,0,0.013041,0,0.00002,4,0,4
2375,,,12,0.165229,0.171524,56366.149098,0.05857,0,0.000054,13,4,17
2376,,,10,0.203838,0.215444,114339.328785,0.016261,0,0.000035,4,5,9
2377,,,11,0.201825,0.212782,0,0,0,0.000011,0,4,4
2378,,,0,0,0,0,0.013144,0,0.000038,9,0,9
2379,,,1,1,1,7306.972936,0.016386,0,0.000024,2,2,4
2380,,,11,0.200122,0.211605,265008.808852,0.024248,0,0.000098,12,15,27
2381,,,0,0,0,0,0.009736,0,0.000014,2,0,2
2382,,,11,0.198362,0.209928,141449.100264,0.006636,0,0.000016,2,16,18
2383,,,11,0.161776,0.16735,0,0,0,0.000011,0,1,1
2384,,,11,0.170427,0.177141,28413.251718,0.009005,0,0.000037,8,2,10
2385,,,12,0.161332,0.167054,0,0,0,0.000011,0,4,4
2386,,,11,0.180734,0.188181,0,0,0,0.000011,0,2,2
2387,,,12,0.173165,0.180643,0,0,0,0.000011,0,6,6
2388,,,12,0.153179,0.15829,13468,0.000821,0,0.000016,1,2,3
2389,,,11,0.198869,0.20969,212925.396497,0.053005,0,0.000052,11,12,23
2390,,,12,0.171042,0.17818,165393.145766,0.012321,0,0.000032,5,3,8
2391,,,1,1,1,19.25379,0.001356,0,0.000012,1,1,2
2392,,,12,0.15048,0.154943,0,0,0,0.000011,0,1,1
2393,,,11,0.177122,0.184666,45215.964091,0.007754,0,0.000045,6,4,10
2394,,,0,0,0,0,0.001166,0,0.000012,1,0,1
2395,,,12,0.185086,0.194476,183843.199701,0.029346,0,0.000103,15,9,24
2396,,,11,0.194198,0.204601,226855.171488,0.055643,0,0.000088,18,10,28
2397,,,12,0.190892,0.200688,94790.473553,0.027481,0,0.000021,3,7,10
2398,,,11,0.182852,0.191023,12389.584296,0.005517,0,0.000016,1,3,4
2399,,,13,0.149042,0.153804,1012.167384,0.002223,0,0.000018,1,1,2
2400,,,11,0.202459,0.21428,282931.06096,0.038371,0,0.000076,7,12,19
2401,,,0,0,0,0,0.00376,0,0.000017,1,0,1
2402,,,11,0.170368,0.177418,0,0,0,0.000011,0,3,3
2403,,,10,0.210909,0.223614,180754.575005,0.003771,0,0.000015,2,22,24
2404,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
2405,,,13,0.134712,0.137995,14840.582507,0.01454,0,0.000031,3,2,5
2406,,,12,0.185576,0.193938,68824.594798,0.002822,0,0.000022,1,4,5
2407,,,0,0,0,0,0.000821,0,0.000014,1,0,1
2408,,,11,0.175957,0.183855,0,0,0,0.000011,0,5,5
2409,,,12,0.162884,0.168682,0,0,0,0.000011,0,2,2
2410,,,11,0.187225,0.196163,205808.643151,0.039228,0,0.00005,8,9,17
2411,,,12,0.177542,0.185384,90956.34496,0.025423,0,0.000059,8,7,15
2412,,,12,0.153101,0.158039,75211.306337,0.019392,0,0.000082,14,2,16
2413,,,1,1,1,0,0,22,0.000011,0,1,1
2414,,,0,0,0,0,0.002464,22,0.000023,3,0,3
2415,,,11,0.191697,0.202057,0,0,22,0.000011,0,12,12
2416,,,11,0.207304,0.218933,0,0,0,0.000011,0,8,8
2417,,,12,0.17475,0.18238,0,0,0,0.000011,0,8,8
2418,,,12,0.15048,0.154943,0,0,0,0.000011,0,1,1
2419,,,12,0.174093,0.181056,70685.452695,0.025722,0,0.000029,3,6,9
2420,,,12,0.15048,0.154943,0,0,0,0.000011,0,1,1
2421,,,10,0.200611,0.211376,382443.277198,0.094847,0,0.000127,24,6,30
2422,,,11,0.172331,0.17974,65105.492322,0.020924,0,0.000068,4,2,6
2423,,,1,1,1,0,0,0,0.000011,0,1,1
2424,,,0,0,0,0,0.006531,0,0.000023,2,0,2
2425,,,10,0.215868,0.229878,72040.332761,0.006387,0,0.00003,4,14,18
2426,,,12,0.170805,0.177859,88094.654065,0.002993,0,0.000023,3,2,5
2427,,,11,0.229802,0.248691,1108528.189381,0.039071,0,0.000214,12,69,81
2428,,,0,0,0,0,0.005417,0,0.000019,1,0,1
2429,,,0,0,0,0,0.004519,0,0.000026,2,0,2
2430,,,1,1,1,18652.771126,0.024624,0,0.00003,6,2,8
2431,,,0,0,0,0,0.053689,0,0.000137,22,0,22
2432,,,1,1,1,0,0,0,0.000011,0,2,2
2433,,,11,0.213598,0.226801,639241.013135,0.089652,0,0.000169,27,18,45
2434,,,1,1,1,1703.928621,0.01569,0,0.000018,2,1,3
2435,,,10,0.239078,0.25939,1898243.985594,0.106446,0,0.000115,28,61,89
2436,,,11,0.205217,0.217047,22640.047294,0.017884,0,0.000014,2,6,8
2437,,,10,0.1968,0.206569,0,0,0,0.000011,0,2,2
2438,,,1,1,1,1,0.000821,0,0.000016,1,1,2
2439,,,0,0,0,0,0.025657,0,0.000032,3,0,3
2440,,,0,0,0,0,0.000821,0,0.000014,1,0,1
2441,,,10,0.194622,0.204389,0,0,0,0.000011,0,2,2
2442,,,11,0.211694,0.225622,234385.270042,0.021397,0,0.000042,8,20,28
2443,,,13,0.143946,0.148325,20708.70828,0.003176,0,0.000016,1,2,3
2444,,,12,0.162578,0.168903,15401.987168,0.002762,0,0.000023,3,4,7
2445,,,11,0.205051,0.216806,0,0,0,0.000011,0,6,6
2446,,,13,0.1481,0.152594,0,0,0,0.000011,0,3,3
2447,,,1,1,1,0,0,0,0.000011,0,1,1
2448,,,0,0,0,0,0.020388,0,0.000217,13,0,13
2449,,,1,1,1,0,0,0,0.000011,0,4,4
2450,,,10,0.20326,0.215431,193329.693853,0.022664,0,0.00006,8,15,23
2451,,,13,0.150253,0.155337,0,0,0,0.000011,0,5,5
2452,,,11,0.19926,0.210363,125749.522053,0.006594,0,0.000026,2,17,19
2453,,,1,1,1,7971.685312,0.037617,0,0.000396,8,2,10
2454,,,1,1,1,0,0,0,0.000011,0,2,2
2455,,,11,0.18059,0.189103,0,0,0,0.000011,0,11,11
2456,,,11,0.183675,0.19214,86187.951866,0.013573,0,0.00004,5,6,11
2457,,,11,0.179579,0.187666,0,0,0,0.000011,0,3,3
2458,,,0,0,0,0,0.019008,0,0.000019,3,0,3
2459,,,11,0.202383,0.214596,217258.167551,0.009345,0,0.000039,4,16,20
2460,,,12,0.171818,0.178449,0,0,0,0.000011,0,1,1
2461,,,11,0.207449,0.219757,416902.837729,0.060669,0,0.000102,21,10,31
2462,,,12,0.171974,0.178835,93820.070545,0.031516,0,0.000052,9,4,13
2463,,,11,0.16637,0.172935,0,0,0,0.000011,0,3,3
2464,,,0,0,0,0,0.000821,0,0.000015,1,0,1
2465,,,12,0.172553,0.179811,0,0,0,0.000011,0,1,1
2466,,,0,0,0,0,0.009811,0,0.000025,4,0,4
2467,,,11,0.190186,0.199649,512.56139,0.000821,0,0.000012,1,6,7
2468,,,11,0.195526,0.205969,52846.379654,0.004607,0,0.000021,1,8,9
